video_id,date,count
95,43111,99
54,43021,146
35,43041,70
41,43114,40
15,43056,126
91,43032,138
79,43049,41
68,43100,49
6,43040,42
73,42998,72
74,43146,116
15,43149,67
2,43109,41
68,43054,39
19,43026,70
15,43088,106
93,43043,111
79,43096,34
15,43141,91
99,43044,74
63,43102,84
14,43089,63
95,43124,73
41,43082,70
79,43085,37
77,43061,46
63,43087,51
20,43077,112
47,43026,66
58,43023,76
59,43090,115
53,43052,79
13,43090,83
80,43032,89
58,43069,68
47,43054,59
98,43054,47
84,43015,105
25,43129,20
19,43114,60
74,43063,187
8,43136,69
99,43149,44
75,43042,63
34,43131,68
92,43131,27
49,43069,89
12,43007,109
88,43089,59
94,43096,58
93,43093,104
93,43006,155
52,43101,122
100,43132,49
87,43051,94
1,43026,108
2,43035,51
78,43008,60
25,43066,39
75,43036,84
73,43036,74
66,43075,48
93,43000,96
55,43110,45
52,43077,107
75,43101,61
57,43122,87
7,43081,99
1,43049,136
56,43046,64
2,43110,37
50,43107,59
18,43038,114
60,43110,33
60,43061,61
24,43134,76
11,43093,60
94,43070,59
14,43130,45
65,43072,34
98,43061,70
45,43033,103
74,43138,101
12,43072,90
12,43030,84
11,43096,51
88,43010,114
6,43115,15
8,43054,120
41,43053,69
88,43012,130
11,43111,52
34,43058,146
86,43121,84
74,43053,94
23,43139,33
44,43095,125
56,43127,34
96,43047,86
21,43078,110
45,43096,63
26,43113,84
78,43011,96
45,43011,86
100,43109,89
46,43022,122
26,43040,128
1,43076,69
100,43125,87
56,43078,47
72,43069,43
68,43046,68
2,43070,40
60,43047,49
91,43064,123
5,43093,119
85,43035,122
9,43033,77
19,43021,113
85,43117,60
20,43066,75
28,43096,40
76,43134,11
28,43083,28
37,43085,53
18,43035,121
72,43063,49
6,43099,28
1,43053,141
48,43010,95
3,43125,7
100,43061,79
55,43134,31
66,43103,69
56,43071,36
39,43108,58
79,43021,60
77,43109,40
1,43032,103
82,43079,108
80,43042,82
24,43079,64
37,43025,81
61,43152,35
24,43060,114
85,43045,68
40,43090,58
73,43058,66
17,43027,138
21,43025,78
71,43035,61
46,43103,87
80,43088,57
100,43053,134
49,43135,38
81,43016,77
22,43032,109
83,43073,77
25,43071,47
39,43090,60
68,43066,31
77,43088,42
49,43041,99
39,43100,37
77,43073,40
68,43086,41
31,43018,59
63,43050,53
12,43120,38
39,43071,61
71,43044,50
16,43038,71
82,43067,99
99,43088,64
19,43048,96
98,43145,18
39,43089,37
82,43048,88
78,43022,58
16,42987,137
9,43010,109
50,43025,125
77,43016,84
76,43084,20
13,43057,121
83,43007,118
62,43094,102
69,43005,105
5,43075,108
24,43081,116
63,43137,47
40,43139,25
13,43001,84
70,43009,87
8,43088,85
33,43105,61
90,43101,50
80,43111,57
55,43050,54
85,43134,52
76,43093,25
96,43108,42
89,43063,115
3,43085,32
48,43028,104
17,43053,92
84,43099,157
52,43144,123
89,43124,88
25,43042,42
62,43076,130
17,42999,113
63,43026,58
57,43108,152
10,43142,69
3,43068,22
36,43126,52
11,43021,87
45,43102,92
85,43051,118
99,43145,41
42,43063,39
35,43067,98
25,43135,11
76,43042,58
56,43081,46
49,43146,56
80,43036,93
25,43104,32
68,43070,55
86,43046,84
6,43109,22
2,43096,35
29,43090,46
50,43102,91
59,43120,78
51,43008,153
88,43032,130
12,43091,48
49,43137,55
98,43117,44
41,43125,65
48,43038,70
92,43061,81
43,43104,80
64,43108,16
88,43068,63
87,43097,61
26,43115,47
57,43023,152
69,43087,73
47,43025,51
45,43077,96
2,43051,55
95,43076,112
57,43085,136
33,43126,48
92,43122,46
64,43063,45
2,43087,49
8,43042,88
65,43095,35
85,43078,94
72,43044,50
3,43122,12
47,43141,10
72,43068,36
51,43053,136
29,43099,61
71,43007,48
4,43028,184
74,43035,175
53,43032,77
35,43025,84
89,43065,96
51,43115,74
100,43133,57
45,43045,82
88,43007,104
20,43108,56
70,42995,93
74,43061,131
52,43100,99
51,43070,146
88,43065,94
19,43044,104
39,43045,71
25,43050,63
5,43037,78
91,43027,110
11,43085,53
63,43118,65
65,43077,30
48,43034,85
36,43047,83
46,43055,120
49,43148,30
19,43102,67
2,43104,37
99,43143,66
42,43001,58
94,42993,121
30,43135,13
85,43059,77
34,43070,99
74,43101,136
95,43017,120
97,43020,75
25,43073,44
20,43134,73
77,43071,48
87,43112,67
30,43102,46
37,43063,64
7,43127,72
94,43017,72
6,43021,61
72,43103,20
1,42999,97
53,43045,99
45,43079,77
11,43022,57
73,43016,59
27,43086,30
16,43070,55
71,43023,77
53,43082,77
89,43031,148
29,43075,51
8,43092,125
82,43038,99
45,43115,81
30,43115,25
76,43118,14
61,43099,89
31,43085,59
16,43073,56
5,43083,103
60,43059,68
52,43130,92
15,43110,71
9,43091,79
86,43026,141
31,43097,55
11,43088,42
74,43140,109
90,43001,103
81,42988,103
76,43100,36
22,43033,122
67,43119,14
18,43065,152
1,43046,120
85,43126,76
95,43046,126
63,43101,67
88,43040,65
8,43121,81
17,43044,118
12,43029,64
76,43026,36
59,43033,137
99,43058,65
80,43020,66
4,43085,85
12,43036,98
26,43139,64
65,43064,48
30,43039,73
66,43001,113
76,43055,40
78,43025,54
91,43096,90
96,43072,86
1,43047,89
19,43115,37
17,43111,98
11,43091,65
80,43014,106
71,43057,34
16,43032,79
81,43060,82
84,43090,139
99,43049,71
77,43101,48
9,43071,90
13,43012,148
78,43061,75
25,43110,18
36,43143,62
77,42991,103
2,43126,25
78,43003,63
45,43006,97
22,43110,50
32,43046,29
48,43054,97
16,43065,58
62,43047,115
80,43060,46
90,43027,67
11,43065,98
52,43069,142
8,43132,75
36,43044,76
100,43131,65
88,43002,93
95,43049,106
62,43111,65
87,43133,53
63,43043,101
30,43091,31
53,43114,56
4,43070,147
55,43054,78
79,43023,64
90,43068,84
8,43110,63
61,43066,68
6,43036,52
20,43135,76
70,43034,106
93,43014,150
81,43088,45
55,43117,49
94,43033,63
99,43084,103
20,43038,86
40,43088,35
15,43113,90
12,43057,73
23,43114,52
90,43098,52
44,43060,154
50,43065,87
6,43123,14
39,43131,28
50,43026,97
31,43011,62
61,43143,72
3,43067,25
89,43005,160
76,43117,13
22,43057,78
65,43093,29
63,43071,89
40,43050,78
79,43089,22
62,43130,64
51,43113,67
92,43066,47
20,43062,86
52,43108,146
80,43055,87
80,43071,66
73,42992,57
53,43075,90
97,42994,97
34,43043,91
85,43068,67
82,43122,107
63,43065,60
13,43060,67
100,43114,107
91,43038,128
17,43055,128
75,43115,53
45,43061,80
27,43093,25
7,43074,114
51,43098,77
15,43061,137
29,43063,61
84,43072,86
42,43035,40
77,43078,33
46,43024,77
58,43053,73
29,43036,59
37,43010,81
51,43109,103
100,43144,59
61,43129,47
37,43070,56
6,43086,25
27,43040,58
31,43112,46
5,43020,123
54,43108,78
7,43129,95
55,43077,51
2,43084,46
29,43119,40
20,43140,66
88,43090,94
29,43109,37
88,43015,87
26,43061,60
76,43071,29
11,43087,64
21,43011,90
42,43017,45
80,43062,91
26,43150,49
92,43099,70
38,43063,81
18,43024,110
59,43127,82
65,43075,47
35,43091,93
92,43051,46
22,43107,50
82,43019,123
73,43075,42
11,43072,76
92,43144,28
71,43003,45
19,43130,57
86,43054,107
83,43052,98
36,43132,57
55,43051,55
74,43040,108
64,43029,51
43,42999,124
31,43103,32
90,43091,77
93,43055,151
5,43058,83
69,43006,131
55,43125,31
20,43056,72
99,43032,111
62,43089,92
31,43109,27
63,43069,60
25,43026,39
15,43102,102
44,43003,117
13,43030,133
81,43083,59
4,43034,141
2,43116,39
34,43033,106
100,43069,110
73,43041,62
12,43118,67
17,43040,87
60,43114,33
65,42994,80
87,43031,116
25,43094,28
55,43018,61
10,43048,89
82,43103,120
88,42993,77
9,43094,103
40,43140,39
24,43065,112
10,43113,51
77,43068,40
92,43045,69
89,43116,93
18,43022,98
55,43038,92
70,43003,97
13,43064,110
79,43052,31
45,43037,73
15,43150,47
84,43127,110
4,43099,181
14,43083,84
23,43117,60
81,43022,78
52,43090,119
83,42995,122
78,43083,58
87,43022,120
25,43136,14
10,43031,70
20,43067,74
72,43106,29
57,43039,107
3,43087,27
41,43040,84
38,43015,64
70,43084,65
42,43052,51
50,43096,105
46,43030,125
68,43099,34
97,43076,81
8,43135,58
56,43052,51
64,43068,34
66,43058,87
62,43038,109
14,43055,91
78,43002,86
99,43074,93
18,43097,84
78,43036,51
96,43026,84
84,43030,98
5,43067,115
19,43122,52
33,43118,60
16,43012,101
31,43013,53
11,43132,34
5,43015,100
45,43076,91
4,43040,164
34,43116,89
93,43035,109
63,43131,52
86,43063,103
50,43039,77
57,43016,106
74,43090,115
68,43032,76
22,43103,78
52,43129,137
29,43144,30
47,43113,20
87,43103,48
26,43037,125
44,43085,110
12,43022,77
4,43033,92
20,43057,119
10,43086,73
71,43102,24
83,42999,70
99,43142,60
28,43061,39
81,43055,47
14,43050,77
15,43139,94
44,43113,102
65,43046,52
85,43127,77
15,43032,131
90,43117,75
97,43043,74
92,43155,32
67,43026,36
55,43027,103
83,43095,98
29,43071,42
27,43053,39
68,43097,38
21,43019,104
61,43123,77
10,43078,75
17,43074,102
78,43015,95
37,43004,71
16,43075,78
22,43079,99
16,43055,73
41,43145,36
24,43045,90
83,43059,105
95,43028,107
77,43042,76
14,43129,54
28,43080,45
47,43030,51
21,43126,66
54,43048,118
23,43121,60
25,43097,29
61,43035,63
99,43033,73
78,43012,59
50,43095,64
74,43058,133
89,43093,139
7,43029,158
28,43119,19
97,43007,64
3,43092,22
57,43043,97
9,43009,127
28,43076,31
32,43064,25
27,43077,23
100,43151,64
51,43090,75
50,43003,94
28,43099,29
18,42996,154
46,43018,103
84,43095,90
70,42999,120
20,43127,74
95,43101,109
45,43092,93
55,43058,85
12,43023,96
52,43114,135
88,43066,74
66,43007,106
75,43030,103
92,43054,79
44,43031,114
40,43071,61
64,43049,57
98,43094,39
7,43052,120
31,43080,46
68,43081,38
82,43013,163
10,43080,71
86,43135,65
10,43051,95
52,43092,157
23,43066,51
57,43109,89
91,43080,121
79,43048,39
70,43053,64
15,43094,144
67,43070,46
17,43099,65
91,43081,86
74,43074,94
74,43098,143
15,43045,116
61,43068,91
91,43007,134
58,43066,57
23,43043,105
32,43068,32
85,43074,96
87,43036,66
87,43026,100
40,43036,66
32,43032,40
96,43111,46
74,43062,162
42,43011,62
37,43006,63
72,43111,32
98,43033,83
36,43050,133
39,43064,65
57,43116,103
48,43063,92
37,43042,43
43,43014,93
41,43137,35
60,43032,47
54,43100,135
33,43140,46
27,43073,29
28,43009,52
47,43032,70
83,43081,88
38,43069,47
22,43111,64
59,43110,59
96,43082,49
68,43034,71
94,43031,71
87,43072,64
97,43040,84
83,43018,102
95,43127,89
41,43106,39
53,43022,81
82,43057,164
42,43103,26
9,43070,73
16,43090,59
63,43096,59
23,43112,55
26,43148,70
15,43043,108
60,43022,59
81,43002,84
24,43044,106
29,43096,60
57,43009,182
18,43091,111
53,43073,85
10,43074,102
11,43090,48
44,43019,140
18,43073,101
27,43105,26
28,43004,72
73,43050,39
83,43084,93
47,43140,9
34,43124,101
14,43119,41
47,43089,38
1,43091,79
86,43023,106
50,43038,118
36,43113,58
55,43095,65
62,43032,152
15,43136,73
44,43096,139
40,43047,67
27,43118,11
49,43093,77
85,43049,67
35,43038,65
71,43075,37
56,43062,56
93,43068,131
8,43064,147
54,43120,89
46,43097,94
46,43040,83
21,43100,109
46,43080,87
88,43102,101
84,43026,143
69,43038,89
29,43143,36
84,43040,147
63,43132,51
41,43110,44
90,43038,74
24,43114,104
96,43046,58
3,43064,40
67,43118,14
48,43052,72
21,43114,64
47,43055,59
74,43051,143
61,43048,91
30,43038,62
73,43024,59
46,43023,74
12,43099,94
98,43092,63
10,43134,53
12,43028,104
93,42993,146
47,43034,44
39,43132,43
58,43087,70
69,43065,122
22,43108,69
19,43070,86
74,43057,102
59,43117,110
82,43088,132
42,43027,50
45,43029,81
69,43028,139
23,43047,92
14,43118,51
3,43032,53
62,43150,96
100,43111,68
97,42993,117
4,43119,80
28,43062,70
45,43087,98
19,43098,57
78,43064,88
72,43062,52
22,43126,61
96,43025,117
9,43067,76
36,43108,100
59,43124,59
15,43147,90
48,43091,66
96,43087,66
26,43141,77
39,43025,59
91,43119,62
47,43088,38
14,43107,49
2,43119,36
44,43093,108
66,43080,47
62,43110,67
27,43097,21
6,43048,34
31,43052,50
25,43074,43
60,43026,84
87,43067,67
74,43052,163
11,43074,45
36,43156,40
15,43070,104
88,43036,77
54,43036,94
95,43012,134
28,43031,42
51,43096,71
95,43023,108
29,43120,48
38,43080,33
72,43091,29
58,43042,56
67,43037,54
4,43041,148
41,43119,37
33,43120,49
43,43090,74
77,43022,44
4,43082,92
85,43114,86
92,43140,34
51,43062,86
38,43027,70
73,42987,65
51,43051,118
40,43143,36
9,43050,74
48,43026,107
53,43093,56
47,43024,39
45,43057,120
19,43107,74
1,42996,133
15,43078,78
37,43007,83
29,43054,69
66,43055,90
5,43097,89
82,43017,116
68,43120,32
4,43112,99
71,43030,47
40,43106,38
42,43036,38
85,43086,96
20,43063,109
95,43052,137
17,43075,93
26,43108,51
17,43105,57
38,43035,79
26,43053,71
21,43046,122
94,42985,71
7,43128,94
68,43023,76
62,43082,84
76,43141,8
69,43064,91
79,43044,55
42,43066,41
24,43049,86
15,43097,103
67,43047,42
91,43052,110
69,43030,110
82,43068,134
12,43003,124
34,43027,144
49,43131,55
64,43120,14
88,43055,118
98,43063,55
68,43009,88
22,43086,77
39,43124,36
71,43084,43
54,43042,92
84,43058,152
47,43134,12
60,43058,58
78,43010,61
80,43015,70
2,43089,60
56,43080,55
43,43031,84
49,43117,54
76,43133,12
7,43056,115
17,43001,139
99,43070,66
58,43086,42
97,43072,60
81,43073,53
91,43014,105
36,43068,86
83,43009,86
13,43083,83
81,43013,95
23,43150,31
43,43080,96
56,43126,21
48,43096,54
54,43069,117
8,43134,76
28,43027,43
88,42992,85
58,43022,96
58,43064,90
7,43126,79
87,43062,135
31,43031,52
20,43107,65
100,43035,92
37,43018,46
43,43038,103
93,43056,110
80,43044,55
56,43037,66
55,43092,52
100,43052,83
41,43130,33
7,43034,148
67,43124,11
21,43027,121
12,43017,86
60,43030,86
43,43056,61
40,43073,39
84,43021,186
97,43011,87
78,43075,54
43,43094,57
94,43019,106
32,42994,52
27,43109,17
63,43086,78
